1970-01-01 00:00:00.000000|||||||||||||||||
1970-01-01 00:00:00.008000|||||||||||||||||
1970-01-01 00:00:00.016059|||||||||||||||||
1970-01-01 00:00:00.023059|||||||||||||||||
1970-01-01 00:00:00.187879|193.167.0.100|193.167.100.100|1288|39787|443|0x00000001|0||978bc91a2d33ccad5c4a11bfa7c308cb94da31|0,6|||||1|server4|63
1970-01-01 00:00:00.376222|193.167.100.100|193.167.0.100|1228|443|39787|0x00000001,0x00000001|0,2|31d9e697768fe1febc,31d9e697768fe1febc||6,6,0||||8|2,8,11,15,20||63
1970-01-01 00:00:00.377509|193.167.0.100|193.167.100.100|1288|39787|443|0x00000001,0x00000001|0,2||31d9e697768fe1febc,31d9e697768fe1febc|2,0,6|0||0||20||63
1970-01-01 00:00:00.378557|193.167.0.100|193.167.100.100|96|39787|443|0x00000001|2||31d9e697768fe1febc,31d9e697768fe1febc|2,9|0||0||||63
1970-01-01 00:00:00.410057|193.167.100.100|193.167.0.100|1228|443|39787|||||2,30,24,24,24,24,24,24,24,0|0||0||||63
1970-01-01 00:00:00.410571|193.167.0.100|193.167.100.100|49|39787|443||||7b8b676ff65a36c6b3|2,25,25,25,25|24||0||||63
1970-01-01 00:00:00.411057|193.167.100.100|193.167.0.100|1228|443|39787|||||1,0|||||||63
1970-01-01 00:00:00.411345|193.167.100.100|193.167.0.100|338|443|39787|||||6|||||4||63
1970-01-01 00:00:00.411643|193.167.0.100|193.167.100.100|41|39787|443||||7b8b676ff65a36c6b3|2|10||2||||63
1970-01-01 00:00:00.412208|193.167.100.100|193.167.0.100|1057|443|39787|||||11|||||||63
1970-01-01 00:00:00.412580|193.167.0.100|193.167.100.100|39|39787|443||||7b8b676ff65a36c6b3|29|||||||63
1970-01-01 00:00:00.443018|193.167.100.100|193.167.0.100|1260|443|39787|||||1,0|||||||63
1970-01-01 00:00:00.443068|193.167.100.100|193.167.0.100|41|443|39787|||||3,28|0||2||||63
1970-01-01 00:00:00.443232|193.167.0.100,193.167.100.100|193.167.100.100,193.167.0.100|1260|443|39787||||||||||||63,62
1970-01-01 00:00:00.443694|193.167.0.100,193.167.100.100|193.167.100.100,193.167.0.100|41|443|39787|||||3,28|0||2||||63,62
