1970-01-01 00:00:00.000000|||||||||||||||||
1970-01-01 00:00:00.008000|||||||||||||||||
1970-01-01 00:00:00.016059|||||||||||||||||
1970-01-01 00:00:00.023059|||||||||||||||||
1970-01-01 00:00:00.175124|193.167.0.100|193.167.100.100|1288|37738|443|0x00000001|0||208e752a8654f3e3|0,6|||||1|server4|63
1970-01-01 00:00:00.375680|193.167.0.100|193.167.100.100|1288|37738|443|0x00000001|0||208e752a8654f3e3|0,6|||||||63
1970-01-01 00:00:00.376728|193.167.0.100|193.167.100.100|1288|37738|443|0x00000001|0||208e752a8654f3e3|0,6|||||||63
1970-01-01 00:00:00.394946|193.167.100.100|193.167.0.100|1208|443|37738|0x00000001,0x00000001|0,2|01544cd2ea7dffb4,01544cd2ea7dffb4||2,6,0,6|0||0|3|2,8,11,15,20||63
1970-01-01 00:00:00.396998|193.167.0.100|193.167.100.100|1288|37738|443|0x00000001,0x00000001|0,2||01544cd2ea7dffb4,01544cd2ea7dffb4|2,0,6|0||0||20||63
1970-01-01 00:00:00.398046|193.167.0.100|193.167.100.100|94|37738|443|0x00000001|2||01544cd2ea7dffb4,01544cd2ea7dffb4|2,9|0||0||||63
1970-01-01 00:00:00.412803|193.167.100.100|193.167.0.100|1209|443|37738|0x00000001|0|01544cd2ea7dffb4||2,0|0||1||||63
1970-01-01 00:00:00.413788|193.167.100.100|193.167.0.100|1209|443|37738|0x00000001|0|01544cd2ea7dffb4||2,0|0||2||||63
1970-01-01 00:00:00.454477|193.167.100.100|193.167.0.100|111|443|37738|||||30,24,24,24|||||||63
1970-01-01 00:00:00.455005|193.167.0.100|193.167.100.100|1374|37738|443||||729695da6ef68866|0,1|||||||63
1970-01-01 00:00:00.456122|193.167.0.100|193.167.100.100|42|37738|443||||729695da6ef68866|2,25|28||0||||63
1970-01-01 00:00:00.491457|193.167.100.100|193.167.0.100|60|443|37738|||||2,24|125||1||||63
1970-01-01 00:00:00.491856|193.167.0.100|193.167.100.100|59|37738|443||||729695da6ef68866|2,9|18||0||||63
1970-01-01 00:00:00.531431|193.167.100.100|193.167.0.100|1064|443|37738|||||15,2,18|125||0||||63
1970-01-01 00:00:00.531842|193.167.0.100|193.167.100.100|38|37738|443||||729695da6ef68866|29|||||||63
1970-01-01 00:00:00.566460|193.167.100.100|193.167.0.100|35|443|37738|||||28,2|0||1||||63
1970-01-01 00:00:00.566630|193.167.0.100,193.167.100.100|193.167.100.100,193.167.0.100|35|443|37738|||||28,2|0||1||||63,62
